"year","zone","group","destination","measure","value"
"2009-2010","S01001821","All","All","Count",3
"2009-2010","S01001821","All","Other Known","Ratio","33.3"
"2009-2010","S01001821","All","Positive","Ratio","66.7"
"2011-2012","S01001821","All","All","Count",2
"2011-2012","S01001821","All","Positive","Ratio",100
"2011-2012","S01001821","All","Other Known","Ratio",0
"2012-2013","S01001821","All","Positive","Ratio",100
"2012-2013","S01001821","All","All","Count",3
"2012-2013","S01001821","All","Other Known","Ratio",0
"2007-2008","S01001821","All","Other Known","Ratio","16.7"
"2007-2008","S01001821","All","All","Count",6
"2007-2008","S01001821","All","Positive","Ratio","83.3"
"2012-2013","S01001822","All","All","Count",4
"2009-2010","S01001822","All","All","Count",8
"2007-2008","S01001822","All","All","Count",10
"2011-2012","S01001822","All","All","Count",6
"2010-2011","S01001822","All","All","Count",11
"2008-2009","S01001822","All","All","Count",9
"2008-2009","S01001822","All","Positive","Ratio","88.9"
"2009-2010","S01001822","All","Positive","Ratio",100
"2010-2011","S01001822","All","Positive","Ratio",100
"2007-2008","S01001822","All","Positive","Ratio",80
"2011-2012","S01001822","All","Positive","Ratio","66.7"
"2012-2013","S01001822","All","Positive","Ratio",100
"2010-2011","S01001822","All","Other Known","Ratio",0
"2008-2009","S01001822","All","Other Known","Ratio","11.1"
"2009-2010","S01001822","All","Other Known","Ratio",0
"2011-2012","S01001822","All","Other Known","Ratio","33.3"
"2012-2013","S01001822","All","Other Known","Ratio",0
"2007-2008","S01001822","All","Other Known","Ratio",20
"2012-2013","S01001823","All","All","Count",9
"2009-2010","S01001823","All","All","Count",15
"2007-2008","S01001823","All","All","Count",8
"2011-2012","S01001823","All","All","Count",6
"2010-2011","S01001823","All","All","Count",5
"2008-2009","S01001823","All","All","Count",12
"2008-2009","S01001823","All","Positive","Ratio",75
"2009-2010","S01001823","All","Positive","Ratio","93.3"
"2010-2011","S01001823","All","Positive","Ratio",40
"2007-2008","S01001823","All","Positive","Ratio",100
"2011-2012","S01001823","All","Positive","Ratio",100
"2012-2013","S01001823","All","Positive","Ratio",100
"2010-2011","S01001823","All","Other Known","Ratio",60
"2008-2009","S01001823","All","Other Known","Ratio",25
"2009-2010","S01001823","All","Other Known","Ratio","6.7"
"2011-2012","S01001823","All","Other Known","Ratio",0
"2012-2013","S01001823","All","Other Known","Ratio",0
"2007-2008","S01001823","All","Other Known","Ratio",0
"2012-2013","S01001824","All","All","Count",7
"2009-2010","S01001824","All","All","Count",7
"2007-2008","S01001824","All","All","Count",7
"2011-2012","S01001824","All","All","Count",5
"2010-2011","S01001824","All","All","Count",7
"2008-2009","S01001824","All","All","Count",5
"2008-2009","S01001824","All","Positive","Ratio",100
"2009-2010","S01001824","All","Positive","Ratio","85.7"
"2010-2011","S01001824","All","Positive","Ratio",100
"2007-2008","S01001824","All","Positive","Ratio","71.4"
"2011-2012","S01001824","All","Positive","Ratio",80
"2012-2013","S01001824","All","Positive","Ratio",100
"2010-2011","S01001824","All","Other Known","Ratio",0
"2008-2009","S01001824","All","Other Known","Ratio",0
"2009-2010","S01001824","All","Other Known","Ratio","14.3"
"2011-2012","S01001824","All","Other Known","Ratio",20
"2012-2013","S01001824","All","Other Known","Ratio",0
"2007-2008","S01001824","All","Other Known","Ratio","28.6"
"2012-2013","S01001825","All","All","Count",7
"2009-2010","S01001825","All","All","Count",3
"2007-2008","S01001825","All","All","Count",3
"2011-2012","S01001825","All","All","Count",8
"2010-2011","S01001825","All","All","Count",7
"2008-2009","S01001825","All","All","Count",3
"2008-2009","S01001825","All","Positive","Ratio",100
"2009-2010","S01001825","All","Positive","Ratio",100
"2010-2011","S01001825","All","Positive","Ratio",100
"2007-2008","S01001825","All","Positive","Ratio",100
"2011-2012","S01001825","All","Positive","Ratio",100
"2012-2013","S01001825","All","Positive","Ratio","85.7"
"2010-2011","S01001825","All","Other Known","Ratio",0
"2008-2009","S01001825","All","Other Known","Ratio",0
"2009-2010","S01001825","All","Other Known","Ratio",0
"2011-2012","S01001825","All","Other Known","Ratio",0
"2012-2013","S01001825","All","Other Known","Ratio","14.3"
"2007-2008","S01001825","All","Other Known","Ratio",0
"2012-2013","S01001826","All","All","Count",6
"2009-2010","S01001826","All","All","Count",1
"2007-2008","S01001826","All","All","Count",7
"2011-2012","S01001826","All","All","Count",9
"2010-2011","S01001826","All","All","Count",6
"2008-2009","S01001826","All","All","Count",1
"2008-2009","S01001826","All","Positive","Ratio",0
"2009-2010","S01001826","All","Positive","Ratio",0
"2010-2011","S01001826","All","Positive","Ratio","66.7"
"2007-2008","S01001826","All","Positive","Ratio",100
"2011-2012","S01001826","All","Positive","Ratio","66.7"
"2012-2013","S01001826","All","Positive","Ratio","66.7"
"2010-2011","S01001826","All","Other Known","Ratio","33.3"
"2008-2009","S01001826","All","Other Known","Ratio",100
"2009-2010","S01001826","All","Other Known","Ratio",100
"2011-2012","S01001826","All","Other Known","Ratio","33.3"
"2012-2013","S01001826","All","Other Known","Ratio","33.3"
"2007-2008","S01001826","All","Other Known","Ratio",0
"2012-2013","S01001827","All","All","Count",4
"2009-2010","S01001827","All","All","Count",11
"2007-2008","S01001827","All","All","Count",14
"2011-2012","S01001827","All","All","Count",9
"2010-2011","S01001827","All","All","Count",13
"2008-2009","S01001827","All","All","Count",12
"2008-2009","S01001827","All","Positive","Ratio","66.7"
"2009-2010","S01001827","All","Positive","Ratio","90.9"
"2010-2011","S01001827","All","Positive","Ratio","84.6"
"2007-2008","S01001827","All","Positive","Ratio","64.3"
"2011-2012","S01001827","All","Positive","Ratio","88.9"
"2012-2013","S01001827","All","Positive","Ratio",100
"2010-2011","S01001827","All","Other Known","Ratio","15.4"
"2008-2009","S01001827","All","Other Known","Ratio","33.3"
"2009-2010","S01001827","All","Other Known","Ratio","9.1"
"2011-2012","S01001827","All","Other Known","Ratio","11.1"
"2012-2013","S01001827","All","Other Known","Ratio",0
"2007-2008","S01001827","All","Other Known","Ratio","35.7"
"2012-2013","S01001828","All","All","Count",11
"2009-2010","S01001828","All","All","Count",7
"2007-2008","S01001828","All","All","Count",10
"2011-2012","S01001828","All","All","Count",9
"2010-2011","S01001828","All","All","Count",8
"2008-2009","S01001828","All","All","Count",10
"2008-2009","S01001828","All","Positive","Ratio",80
"2009-2010","S01001828","All","Positive","Ratio","71.4"
"2010-2011","S01001828","All","Positive","Ratio",100
"2007-2008","S01001828","All","Positive","Ratio",80
"2011-2012","S01001828","All","Positive","Ratio","88.9"
"2012-2013","S01001828","All","Positive","Ratio",100
"2010-2011","S01001828","All","Other Known","Ratio",0
"2008-2009","S01001828","All","Other Known","Ratio",20
"2009-2010","S01001828","All","Other Known","Ratio","28.6"
"2011-2012","S01001828","All","Other Known","Ratio","11.1"
"2012-2013","S01001828","All","Other Known","Ratio",0
"2007-2008","S01001828","All","Other Known","Ratio",20
"2012-2013","S01001829","All","All","Count",5
"2009-2010","S01001829","All","All","Count",6
"2007-2008","S01001829","All","All","Count",8
"2011-2012","S01001829","All","All","Count",9
"2010-2011","S01001829","All","All","Count",5
"2008-2009","S01001829","All","All","Count",8
"2008-2009","S01001829","All","Positive","Ratio","87.5"
"2009-2010","S01001829","All","Positive","Ratio","83.3"
"2010-2011","S01001829","All","Positive","Ratio",100
"2007-2008","S01001829","All","Positive","Ratio","87.5"
"2011-2012","S01001829","All","Positive","Ratio",100
"2012-2013","S01001829","All","Positive","Ratio",60
"2010-2011","S01001829","All","Other Known","Ratio",0
"2008-2009","S01001829","All","Other Known","Ratio","12.5"
"2009-2010","S01001829","All","Other Known","Ratio","16.7"
"2011-2012","S01001829","All","Other Known","Ratio",0
"2012-2013","S01001829","All","Other Known","Ratio",40
"2007-2008","S01001829","All","Other Known","Ratio","12.5"
"2012-2013","S01001830","All","All","Count",12
"2009-2010","S01001830","All","All","Count",16
"2007-2008","S01001830","All","All","Count",11
"2011-2012","S01001830","All","All","Count",10
"2010-2011","S01001830","All","All","Count",17
"2008-2009","S01001830","All","All","Count",11
"2008-2009","S01001830","All","Positive","Ratio","90.9"
"2009-2010","S01001830","All","Positive","Ratio","93.8"
"2010-2011","S01001830","All","Positive","Ratio",100
"2007-2008","S01001830","All","Positive","Ratio","81.8"
"2011-2012","S01001830","All","Positive","Ratio",100
"2012-2013","S01001830","All","Positive","Ratio",100
"2010-2011","S01001830","All","Other Known","Ratio",0
"2008-2009","S01001830","All","Other Known","Ratio","9.1"
"2009-2010","S01001830","All","Other Known","Ratio","6.3"
"2011-2012","S01001830","All","Other Known","Ratio",0
"2012-2013","S01001830","All","Other Known","Ratio",0
"2007-2008","S01001830","All","Other Known","Ratio","18.2"
"2012-2013","S01001831","All","All","Count",9
"2009-2010","S01001831","All","All","Count",9
"2007-2008","S01001831","All","All","Count",9
"2011-2012","S01001831","All","All","Count",8
"2010-2011","S01001831","All","All","Count",5
"2008-2009","S01001831","All","All","Count",8
"2008-2009","S01001831","All","Positive","Ratio","87.5"
"2009-2010","S01001831","All","Positive","Ratio","88.9"
"2010-2011","S01001831","All","Positive","Ratio",80
"2007-2008","S01001831","All","Positive","Ratio","88.9"
"2011-2012","S01001831","All","Positive","Ratio",75
"2012-2013","S01001831","All","Positive","Ratio",100
"2010-2011","S01001831","All","Other Known","Ratio",20
"2008-2009","S01001831","All","Other Known","Ratio","12.5"
"2009-2010","S01001831","All","Other Known","Ratio","11.1"
"2011-2012","S01001831","All","Other Known","Ratio",25
"2012-2013","S01001831","All","Other Known","Ratio",0
"2007-2008","S01001831","All","Other Known","Ratio","11.1"
"2012-2013","S01001832","All","All","Count",7
"2009-2010","S01001832","All","All","Count",14
"2007-2008","S01001832","All","All","Count",12
"2011-2012","S01001832","All","All","Count",9
"2010-2011","S01001832","All","All","Count",9
"2008-2009","S01001832","All","All","Count",7
"2008-2009","S01001832","All","Positive","Ratio",100
"2009-2010","S01001832","All","Positive","Ratio","64.3"
"2010-2011","S01001832","All","Positive","Ratio","66.7"
"2007-2008","S01001832","All","Positive","Ratio","58.3"
"2011-2012","S01001832","All","Positive","Ratio","88.9"
"2012-2013","S01001832","All","Positive","Ratio","71.4"
"2010-2011","S01001832","All","Other Known","Ratio","33.3"
"2008-2009","S01001832","All","Other Known","Ratio",0
"2009-2010","S01001832","All","Other Known","Ratio","35.7"
"2011-2012","S01001832","All","Other Known","Ratio","11.1"
"2012-2013","S01001832","All","Other Known","Ratio","28.6"
"2007-2008","S01001832","All","Other Known","Ratio","41.7"
"2010-2011","S01001833","All","Other Known","Ratio",0
"2008-2009","S01001833","All","Other Known","Ratio",0
"2009-2010","S01001833","All","Other Known","Ratio","11.1"
"2011-2012","S01001833","All","Other Known","Ratio",0
"2012-2013","S01001833","All","Other Known","Ratio",0
"2007-2008","S01001833","All","Other Known","Ratio",0
"2007-2008","S01001833","All","All","Count",3
"2010-2011","S01001833","All","All","Count",7
"2009-2010","S01001833","All","All","Count",9
"2008-2009","S01001833","All","All","Count",3
"2012-2013","S01001833","All","All","Count",5
"2011-2012","S01001833","All","All","Count",8
"2011-2012","S01001833","All","Positive","Ratio",100
"2012-2013","S01001833","All","Positive","Ratio",100
"2007-2008","S01001833","All","Positive","Ratio",100
"2010-2011","S01001833","All","Positive","Ratio",100
"2008-2009","S01001833","All","Positive","Ratio",100
"2009-2010","S01001833","All","Positive","Ratio","88.9"
"2012-2013","S01001834","All","All","Count",4
"2009-2010","S01001834","All","All","Count",4
"2007-2008","S01001834","All","All","Count",1
"2011-2012","S01001834","All","All","Count",4
"2010-2011","S01001834","All","All","Count",5
"2008-2009","S01001834","All","All","Count",6
"2008-2009","S01001834","All","Positive","Ratio","83.3"
"2009-2010","S01001834","All","Positive","Ratio",100
"2010-2011","S01001834","All","Positive","Ratio",80
"2007-2008","S01001834","All","Positive","Ratio",100
"2011-2012","S01001834","All","Positive","Ratio",100
"2012-2013","S01001834","All","Positive","Ratio",100
"2010-2011","S01001834","All","Other Known","Ratio",20
"2008-2009","S01001834","All","Other Known","Ratio","16.7"
"2009-2010","S01001834","All","Other Known","Ratio",0
"2011-2012","S01001834","All","Other Known","Ratio",0
"2012-2013","S01001834","All","Other Known","Ratio",0
"2007-2008","S01001834","All","Other Known","Ratio",0
"2012-2013","S01001835","All","All","Count",9
"2009-2010","S01001835","All","All","Count",8
"2007-2008","S01001835","All","All","Count",9
"2011-2012","S01001835","All","All","Count",6
"2010-2011","S01001835","All","All","Count",7
"2008-2009","S01001835","All","All","Count",9
"2008-2009","S01001835","All","Positive","Ratio",100
"2009-2010","S01001835","All","Positive","Ratio",75
"2010-2011","S01001835","All","Positive","Ratio","71.4"
"2007-2008","S01001835","All","Positive","Ratio","88.9"
"2011-2012","S01001835","All","Positive","Ratio",100
"2012-2013","S01001835","All","Positive","Ratio","88.9"
"2010-2011","S01001835","All","Other Known","Ratio","28.6"
"2008-2009","S01001835","All","Other Known","Ratio",0
"2009-2010","S01001835","All","Other Known","Ratio",25
"2011-2012","S01001835","All","Other Known","Ratio",0
"2012-2013","S01001835","All","Other Known","Ratio","11.1"
"2007-2008","S01001835","All","Other Known","Ratio","11.1"
"2012-2013","S01001836","All","All","Count",5
"2009-2010","S01001836","All","All","Count",6
"2007-2008","S01001836","All","All","Count",7
"2011-2012","S01001836","All","All","Count",6
"2010-2011","S01001836","All","All","Count",5
"2008-2009","S01001836","All","All","Count",8
"2008-2009","S01001836","All","Positive","Ratio",100
"2009-2010","S01001836","All","Positive","Ratio",100
"2010-2011","S01001836","All","Positive","Ratio",80
"2007-2008","S01001836","All","Positive","Ratio",100
"2011-2012","S01001836","All","Positive","Ratio",100
"2012-2013","S01001836","All","Positive","Ratio",100
"2010-2011","S01001836","All","Other Known","Ratio",20
"2008-2009","S01001836","All","Other Known","Ratio",0
"2009-2010","S01001836","All","Other Known","Ratio",0
"2011-2012","S01001836","All","Other Known","Ratio",0
"2012-2013","S01001836","All","Other Known","Ratio",0
"2007-2008","S01001836","All","Other Known","Ratio",0
"2012-2013","S01001837","All","All","Count",10
"2009-2010","S01001837","All","All","Count",11
"2007-2008","S01001837","All","All","Count",9
"2011-2012","S01001837","All","All","Count",8
"2010-2011","S01001837","All","All","Count",7
"2008-2009","S01001837","All","All","Count",8
"2008-2009","S01001837","All","Positive","Ratio","87.5"
"2009-2010","S01001837","All","Positive","Ratio",100
"2010-2011","S01001837","All","Positive","Ratio",100
"2007-2008","S01001837","All","Positive","Ratio",100
"2011-2012","S01001837","All","Positive","Ratio",100
"2012-2013","S01001837","All","Positive","Ratio",100
"2010-2011","S01001837","All","Other Known","Ratio",0
"2008-2009","S01001837","All","Other Known","Ratio","12.5"
"2009-2010","S01001837","All","Other Known","Ratio",0
"2011-2012","S01001837","All","Other Known","Ratio",0
"2012-2013","S01001837","All","Other Known","Ratio",0
"2007-2008","S01001837","All","Other Known","Ratio",0
"2012-2013","S01001838","All","All","Count",12
"2009-2010","S01001838","All","All","Count",11
